	7SK	ADAMTS9-AS2	AFAP1-AS1	ATP6V1G2-DDX39B	ATXN8OS	BACE1-AS	BANCR	BC040587	BCAR4	BCYRN1	BDNF-AS	BOK-AS1	BPESC1	C1QTNF9B-AS1	CASC2	CBR3-AS1	CCAT1	CCAT2	CCDC26	CDKN2B-AS1	CECR3	CECR9	CHL1-AS2	CRNDE	DANCR	DAOA-AS1	DAPK1	DGCR5	DISC2	DLEU1	DLEU2	DLX6-AS1	DMPK	DNM3OS	DSCAM-AS1	EPB41L4A-AS1	ESRG	FOXCUT	GAS5	GHET1	GNAS-AS1	H19	HAR1A	HAR1B	HCP5	HIF1A-AS1	HIF1A-AS2	HNF1A-AS1	HOTAIR	HOTTIP	HULC	HYMAI	IFNG-AS1	IGF2-AS	KCNQ1DN	KCNQ1OT1	LINC00032	LINC00152	LINC00162	LINC00261	LINC00271	LSINCT5	MALAT1	MAP3K14	MEG3	MESTIT1	MIAT	MINA	MIR100HG	MIR155HG	MIR17HG	MIR31HG	MKRN3-AS1	MNX1-AS1	MYCNOS	NAMA	NEAT1	NPTN-IT1	NRON	PANDAR	PCA3	PCAT1	PCGEM1	PDZRN3-AS1	PINK1-AS	PISRT1	PPP3CB	PRINS	PSORS1C3	PTENP1	PVT1	RMST	RPL34-AS1	RRP1B	SCAANT1	SNHG11	SNHG16	SNHG3	SNHG4	SNHG5	SOX2-OT	SPRY4-IT1	SRA1	TCL6	TDRG1	TERC	TRAF3IP2-AS1	TUG1	TUSC7	UCA1	WRAP53	WT1-AS	XIST	ZFAS1	ZFAT-AS1
CDKN2B-AS1	0.104411765	0.732352941	0.666911765	0.547794118	0.494852941	0.250735294	0.225	0.547794118	0.594852941	0.241176471	0.397794118	0.083823529	0.547794118	0.266176471	0.438235294	0.525	0.192647059	0.547794118	0.232352941	1	0.494852941	0.547794118	0.547794118	0.069117647	0.064705882	0.547794118	0.270588235	0.211764706	0.460294118	0.139705882	0.441911765	0.574264706	0.493382353	0.663235294	0.547794118	0.800735294	0.444117647	0.120588235	0.728676471	0.477941176	0.568382353	0.063970588	0.365441176	0.188970588	0.060294118	0.122794118	0.3	0.430147059	0.348529412	0.552205882	0.324264706	0.547794118	0.515441176	0.375	0.421323529	0.532352941	0.431617647	0.291911765	0.407352941	0.358088235	0.445588235	0.585294118	0.240441176	0.175735294	0.534558824	0.605147059	0.516176471	0.197058824	0.735294118	0.339705882	0.219117647	0.272058824	0.5125	0.494852941	0.429411765	0.211029412	0.405147059	0.438970588	0.325	0.265441176	0.358823529	0.482352941	0.457352941	0.334558824	0.116911765	0.547794118	0.338970588	0.442647059	0.502941176	0.375	0.632352941	0.334558824	0.394852941	0.483823529	0.377205882	0.480882353	0.226470588	0.540441176	0.429411765	0.503676471	0.763970588	0.377941176	0.135294118	0.276470588	0.389705882	0.547794118	0.715441176	0.453676471	0.452941176	0.368382353	0.199264706	0.408088235	0.358823529	0.486029412	0.547794118
CECR3	0.380882353	0.463970588	0.597058824	0.911764706	0.811764706	0.552941176	0.628676471	0.911764706	0.911764706	0.276470588	0.435294118	0.605882353	0.911764706	0.655882353	0.6	0.402941176	0.491911765	0.911764706	0.644852941	0.494852941	1	0.911764706	0.410294118	0.597058824	0.366911765	0.911764706	0.406617647	0.582352941	0.722794118	0.600735294	0.586764706	0.597058824	0.496323529	0.464705882	0.582352941	0.477941176	0.427205882	0.559558824	0.448529412	0.531617647	0.729411765	0.494117647	0.531617647	0.622058824	0.351470588	0.583088235	0.397058824	0.483823529	0.652205882	0.722794118	0.651470588	0.911764706	0.394117647	0.751470588	0.832352941	0.505147059	0.382352941	0.326470588	0.675735294	0.514705882	0.622794118	0.550735294	0.305882353	0.470588235	0.545588235	0.660294118	0.395588235	0.440441176	0.450735294	0.446323529	0.455147059	0.548529412	0.575735294	1	0.622794118	0.664705882	0.296323529	0.409558824	0.577941176	0.911764706	0.4875	0.570588235	0.577941176	0.517647059	0.472794118	0.911764706	0.470588235	0.350735294	0.528676471	0.555147059	0.415441176	0.651470588	0.601470588	0.513235294	0.594852941	0.5	0.357352941	0.298529412	0.300735294	0.423529412	0.630147059	0.422058824	0.583088235	0.561764706	0.799264706	0.911764706	0.458088235	0.542647059	0.922794118	0.575	0.488970588	0.594117647	0.444852941	0.329411765	0.911764706
CECR9	0.563235294	0.505147059	0.602941176	1	0.911764706	0.511764706	0.563970588	1	0.835294118	0.505882353	0.511764706	0.541176471	1	0.567647059	0.511764706	0.514705882	0.544852941	1	0.768382353	0.547794118	0.911764706	1	0.510294118	0.508823529	0.502205882	1	0.506617647	0.541176471	0.834558824	0.5125	0.510294118	0.602941176	0.502205882	0.529411765	0.717647059	0.507352941	0.515441176	0.565441176	0.501470588	0.513970588	0.664705882	0.5	0.513970588	0.533823529	0.510294118	0.565441176	0.508823529	0.513235294	0.563970588	0.834558824	0.622058824	1	0.576470588	0.663235294	0.767647059	0.511029412	0.588235294	0.508823529	0.5875	0.661764706	0.534558824	0.603676471	0.5	0.511764706	0.504411765	0.595588235	0.542647059	0.528676471	0.527205882	0.511029412	0.519852941	0.589705882	0.711029412	0.911764706	0.534558824	0.588235294	0.502205882	0.509558824	0.713235294	0.835294118	0.552205882	0.541176471	0.713235294	0.664705882	0.549264706	1	0.5	0.544852941	0.511029412	0.513970588	0.503676471	0.622058824	0.536764706	0.507352941	0.518382353	0.517647059	0.516176471	0.527941176	0.506617647	0.5	0.565441176	0.522058824	0.518382353	0.544117647	0.711029412	1	0.522794118	0.501470588	0.834558824	0.533823529	0.530147059	0.529411765	0.544852941	0.5	1
CHL1-AS2	0.066176471	0.532352941	0.411764706	0.510294118	0.563235294	0.138235294	0.050735294	0.510294118	0.322058824	0.406617647	0.425	0.297794118	0.510294118	0.1125	0.575	0.475735294	0.315441176	0.510294118	0.016911765	0.547794118	0.410294118	0.510294118	1	0.032352941	0.155882353	0.510294118	0.378676471	0.197794118	0.221323529	0.209558824	0.118382353	0.354411765	0.041176471	0.499264706	0.604411765	0.506617647	0.463970588	0.294852941	0.416176471	0.526470588	0.402941176	0.042647059	0.238970588	0.027941176	0.022058824	0.058823529	0.025	0.428676471	0.369852941	0.660294118	0.015441176	0.510294118	0.081617647	0.309558824	0.517647059	0.442647059	0.707352941	0.091176471	0.415441176	0.227941176	0.445588235	0.497794118	0.358823529	0.270588235	0.658823529	0.717647059	0.149264706	0.1875	0.6875	0.035294118	0.072794118	0.557352941	0.348529412	0.410294118	0.406617647	0.169117647	0.333823529	0.373529412	0.130882353	0.392647059	0.691911765	0.213235294	0.490441176	0.469117647	0.3375	0.510294118	0.376470588	0.575	0.303676471	0.372794118	0.061764706	0.352941176	0.236029412	0.021323529	0.054411765	0.363970588	0.061764706	0.152205882	0.432352941	0.085294118	0.686764706	0.088970588	0.260294118	0.069117647	0.460294118	0.510294118	0.369117647	0.100735294	0.464705882	0.203676471	0.278676471	0.359558824	0.381617647	0.216176471	0.510294118
CRNDE	0.444117647	0.239705882	0.197058824	0.508823529	0.314705882	0.167647059	0.606617647	0.508823529	0.473529412	0.160294118	0.314705882	0.613235294	0.508823529	0.530882353	0.474264706	0.271323529	0.188235294	0.508823529	0.058088235	0.069117647	0.597058824	0.508823529	0.032352941	1	0.063970588	0.508823529	0.241911765	0.122794118	0.436764706	0.197058824	0.113235294	0.195588235	0.180882353	0.305882353	0.179411765	0.094852941	0.063235294	0.542647059	0.099264706	0.385294118	0.419117647	0.316176471	0.323529412	0.091176471	0.080882353	0.565441176	0.422794118	0.075735294	0.441176471	0.127941176	0.200735294	0.508823529	0.075735294	0.353676471	0.467647059	0.393382353	0.016176471	0.199264706	0.468382353	0.123529412	0.334558824	0.545588235	0.280882353	0.106617647	0.377941176	0.495588235	0.123529412	0.032352941	0.254411765	0.2375	0.276470588	0.257352941	0.232352941	0.597058824	0.478676471	0.602941176	0.316176471	0.455147059	0.040441176	0.602941176	0.035294118	0.529411765	0.221323529	0.344117647	0.371323529	0.508823529	0.130882353	0.113235294	0.358823529	0.185294118	0.002205882	0.3	0.419852941	0.095588235	0.583823529	0.114705882	0.1875	0.055147059	0.109558824	0.105882353	0.219852941	0.594852941	0.193382353	0.138235294	0.358088235	0.508823529	0.196323529	0.330147059	0.431617647	0.041911765	0.095588235	0.502205882	0.275735294	0.025	0.508823529
DANCR	0.013970588	0.258088235	0.109558824	0.502205882	0.296323529	0.106617647	0.325735294	0.502205882	0.278676471	0.041176471	0.236029412	0.267647059	0.502205882	0.480882353	0.042647059	0.195588235	0.045588235	0.502205882	0.182352941	0.064705882	0.366911765	0.502205882	0.155882353	0.063970588	1	0.502205882	0.172058824	0.033088235	0.463235294	0.584558824	0.183088235	0.0625	0.378676471	0.455882353	0.008088235	0.057352941	0.044852941	0.113970588	0.008823529	0.111029412	0.244852941	0.003676471	0.200735294	0.157352941	0.029411765	0.589705882	0.433823529	0.071323529	0.097794118	0.435294118	0.291911765	0.502205882	0.356617647	0.139705882	0.053676471	0.125	0.228676471	0.225	0.016911765	0.346323529	0.222058824	0.046323529	0.025735294	0.072058824	0.104411765	0.174264706	0.066176471	0.138235294	0.058823529	0.145588235	0.041911765	0.191911765	0.131617647	0.366911765	0.155147059	0.363970588	0.402205882	0.049264706	0.153676471	0.443382353	0.255147059	0.346323529	0.478676471	0.205147059	0.296323529	0.502205882	0.243382353	0.144852941	0.543382353	0.498529412	0.049264706	0.392647059	0.086029412	0.041176471	0.228676471	0.315441176	0.156617647	0.382352941	0.031617647	0.161029412	0.004411765	0.002941176	0.147794118	0.076470588	0.080882353	0.502205882	0.070588235	0.227205882	0.176470588	0.414705882	0.155147059	0.494117647	0.201470588	0.168382353	0.502205882
DAOA-AS1	0.563235294	0.505147059	0.602941176	1	0.911764706	0.511764706	0.563970588	1	0.835294118	0.505882353	0.511764706	0.541176471	1	0.567647059	0.511764706	0.514705882	0.544852941	1	0.768382353	0.547794118	0.911764706	1	0.510294118	0.508823529	0.502205882	1	0.506617647	0.541176471	0.834558824	0.5125	0.510294118	0.602941176	0.502205882	0.529411765	0.717647059	0.507352941	0.515441176	0.565441176	0.501470588	0.513970588	0.664705882	0.5	0.513970588	0.533823529	0.510294118	0.565441176	0.508823529	0.513235294	0.563970588	0.834558824	0.622058824	1	0.576470588	0.663235294	0.767647059	0.511029412	0.588235294	0.508823529	0.5875	0.661764706	0.534558824	0.603676471	0.5	0.511764706	0.504411765	0.595588235	0.542647059	0.528676471	0.527205882	0.511029412	0.519852941	0.589705882	0.711029412	0.911764706	0.534558824	0.588235294	0.502205882	0.509558824	0.713235294	0.835294118	0.552205882	0.541176471	0.713235294	0.664705882	0.549264706	1	0.5	0.544852941	0.511029412	0.513970588	0.503676471	0.622058824	0.536764706	0.507352941	0.518382353	0.517647059	0.516176471	0.527941176	0.506617647	0.5	0.565441176	0.522058824	0.518382353	0.544117647	0.711029412	1	0.522794118	0.501470588	0.834558824	0.533823529	0.530147059	0.529411765	0.544852941	0.5	1
DAPK1	0.008088235	0.275735294	0.527205882	0.506617647	0.500735294	0.038970588	0.248529412	0.506617647	0.4125	0.238235294	0.036029412	0.250735294	0.506617647	0.316176471	0.235294118	0.323529412	0.142647059	0.506617647	0.436029412	0.270588235	0.406617647	0.506617647	0.378676471	0.241911765	0.172058824	0.506617647	1	0.206617647	0.255882353	0.102205882	0.344117647	0.181617647	0.326470588	0.275	0.341911765	0.530882353	0.210294118	0.077205882	0.497058824	0.445588235	0.234558824	0.318382353	0.522058824	0.168382353	0.382352941	0.052205882	0.429411765	0.238235294	0.45	0.417647059	0.035294118	0.506617647	0.091176471	0.204411765	0.241911765	0.393382353	0.441911765	0.178676471	0.123529412	0.046323529	0.213235294	0.325	0.003676471	0.095588235	0.207352941	0.251470588	0.527941176	0.152941176	0.141176471	0.372058824	0.218382353	0.332352941	0.369117647	0.406617647	0.247058824	0.183088235	0.161029412	0.046323529	0.494117647	0.365441176	0.432352941	0.211029412	0.593382353	0.186029412	0.066911765	0.506617647	0.0375	0.216176471	0.188235294	0.411764706	0.429411765	0.352941176	0.315441176	0.528676471	0.251470588	0.329411765	0.113970588	0.35	0.552205882	0.369852941	0.381617647	0.091911765	0.236029412	0.592647059	0.558823529	0.506617647	0.485294118	0.521323529	0.405882353	0.203676471	0.300735294	0.186029412	0.249264706	0.513970588	0.506617647
DGCR5	0.155147059	0.117647059	0.380882353	0.541176471	0.629411765	0.141176471	0.011764706	0.541176471	0.6	0.146323529	0.472058824	0.1625	0.541176471	0.397058824	0.397058824	0.345588235	0.799264706	0.541176471	0.408823529	0.211764706	0.582352941	0.541176471	0.197794118	0.122794118	0.033088235	0.541176471	0.206617647	1	0.338970588	0.327205882	0.013235294	0.545588235	0.283823529	0.241911765	0.423529412	0.031617647	0.818382353	0.553676471	0.135294118	0.659558824	0.457352941	0.133823529	0.081617647	0.472058824	0.233088235	0.331617647	0.131617647	0.522794118	0.402941176	0.140441176	0.334558824	0.541176471	0.004411765	0.455147059	0.647058824	0.655147059	0.185294118	0.225735294	0.026470588	0.082352941	0.580147059	0.495588235	0.370588235	0.219852941	0.241176471	0.516911765	0.376470588	0.051470588	0.105882353	0.227941176	0.622794118	0.451470588	0.381617647	0.582352941	0.719117647	0.3	0.291911765	0.130147059	0.334558824	0.6	0.239705882	0.413970588	0.302205882	0.101470588	0.194117647	0.541176471	0.042647059	0.072058824	0.325735294	0.111029412	0.116176471	0.377941176	0.788235294	0.041176471	0.444117647	0.584558824	0.445588235	0.177941176	0.288235294	0.197058824	0.442647059	0.222794118	0.482352941	0.394117647	0.613970588	0.541176471	0.402205882	0.189705882	0.678676471	0.513970588	0.018382353	0.053676471	0.416911765	0.229411765	0.541176471
DISC2	0.678676471	0.283823529	0.427205882	0.834558824	0.722794118	0.247794118	0.497794118	0.834558824	0.799264706	0.45	0.436029412	0.254411765	0.834558824	0.584558824	0.205147059	0.467647059	0.435294118	0.834558824	0.697794118	0.460294118	0.722794118	0.834558824	0.221323529	0.436764706	0.463235294	0.834558824	0.255882353	0.338970588	1	0.519852941	0.294117647	0.493382353	0.598529412	0.385294118	0.634558824	0.288235294	0.430882353	0.593382353	0.258823529	0.435294118	0.677205882	0.244852941	0.151470588	0.564705882	0.369117647	0.399264706	0.674264706	0.306617647	0.441911765	0.622058824	0.436764706	0.834558824	0.616911765	0.380147059	0.531617647	0.463970588	0.341911765	0.436764706	0.408823529	0.378676471	0.288235294	0.455147059	0.518382353	0.327205882	0.192647059	0.291176471	0.345588235	0.275	0.225735294	0.351470588	0.449264706	0.259558824	0.451470588	0.722794118	0.476470588	0.3625	0.372058824	0.607352941	0.453676471	0.622794118	0.433823529	0.441176471	0.619117647	0.631617647	0.666176471	0.834558824	0.286029412	0.544117647	0.460294118	0.231617647	0.328676471	0.315441176	0.439705882	0.297794118	0.463235294	0.333088235	0.374264706	0.355882353	0.381617647	0.249264706	0.463235294	0.509558824	0.355882353	0.408088235	0.451470588	0.834558824	0.341176471	0.264705882	0.622058824	0.240441176	0.358088235	0.404411765	0.167647059	0.202205882	0.834558824
DLEU1	0.077941176	0.076470588	0.209558824	0.5125	0.294852941	0.044852941	0.295588235	0.5125	0.641911765	0.386764706	0.133088235	0.358088235	0.5125	0.634558824	0.066911765	0.094852941	0.160294118	0.5125	0.5125	0.139705882	0.600735294	0.5125	0.209558824	0.197058824	0.584558824	0.5125	0.102205882	0.327205882	0.519852941	1	0.340441176	0.249264706	0.188235294	0.386029412	0.100735294	0.038970588	0.108088235	0.1875	0.149264706	0.310294118	0.391911765	0.302205882	0.047794118	0.410294118	0.316176471	0.455147059	0.271323529	0.294117647	0.436029412	0.3	0.491176471	0.5125	0.416176471	0.338235294	0.228676471	0.258823529	0.416911765	0.027941176	0.178676471	0.097794118	0.342647059	0.142647059	0.152205882	0.244852941	0.096323529	0.067647059	0.173529412	0.052941176	0.182352941	0.494117647	0.217647059	0.039705882	0.058088235	0.600735294	0.1875	0.2375	0.108088235	0.016911765	0.109558824	0.641911765	0.065441176	0.564705882	0.396323529	0.008088235	0.341176471	0.5125	0.343382353	0.288235294	0.469852941	0.022794118	0.202941176	0.235294118	0.456617647	0.371323529	0.1625	0.363970588	0.499264706	0.235294118	0.020588235	0.200735294	0.177941176	0.125	0.372058824	0.561764706	0.130882353	0.5125	0.102205882	0.447794118	0.413235294	0.374264706	0.433088235	0.552941176	0.036029412	0.022794118	0.5125
DLEU2	0.197794118	0.386029412	0.308823529	0.510294118	0.363235294	0.116176471	0.322794118	0.510294118	0.616176471	0.175	0.202941176	0.264705882	0.510294118	0.296323529	0.247794118	0.372794118	0.178676471	0.510294118	0.430882353	0.441911765	0.586764706	0.510294118	0.118382353	0.113235294	0.183088235	0.510294118	0.344117647	0.013235294	0.294117647	0.340441176	1	0.555882353	0.178676471	0.276470588	0.439705882	0.514705882	0.097058824	0.154411765	0.585294118	0.072058824	0.360294118	0.023529412	0.670588235	0.427941176	0.428676471	0.080147059	0.069852941	0.108823529	0.420588235	0.468382353	0.296323529	0.510294118	0.397058824	0.300735294	0.427941176	0.173529412	0.119117647	0.543382353	0.339705882	0.204411765	0.429411765	0.474264706	0.195588235	0.399264706	0.079411765	0.483088235	0.449264706	0.240441176	0.363235294	0.483823529	0.052205882	0.230147059	0.191911765	0.586764706	0.207352941	0.247058824	0.152941176	0.086764706	0.393382353	0.404411765	0.113970588	0.535294118	0.294117647	0.066176471	0.083823529	0.510294118	0.161764706	0.152205882	0.144117647	0.577941176	0.674264706	0.376470588	0.355147059	0.638970588	0.302941176	0.470588235	0.086029412	0.361764706	0.329411765	0.641176471	0.311764706	0.379411765	0.533088235	0.613970588	0.251470588	0.510294118	0.442647059	0.630882353	0.464705882	0.277941176	0.511029412	0.127941176	0.061029412	0.523529412	0.510294118
DLX6-AS1	0.060294118	0.253676471	0.591176471	0.602941176	0.691176471	0.479411765	0.503676471	0.602941176	0.673529412	0.422058824	0.676470588	0.288235294	0.602941176	0.386764706	0.432352941	0.732352941	0.284558824	0.602941176	0.344852941	0.574264706	0.597058824	0.602941176	0.354411765	0.195588235	0.0625	0.602941176	0.181617647	0.545588235	0.493382353	0.249264706	0.555882353	1	0.250735294	0.360294118	0.814705882	0.398529412	0.449264706	0.475735294	0.311764706	0.558088235	0.679411765	0.108823529	0.546323529	0.580882353	0.002941176	0.305147059	0.270588235	0.123529412	0.486029412	0.447794118	0.355882353	0.602941176	0.395588235	0.327941176	0.723529412	0.596323529	0.25	0.276470588	0.427205882	0.141176471	0.681617647	0.728676471	0.361764706	0.269117647	0.351470588	0.710294118	0.579411765	0.291911765	0.450735294	0.3125	0.219852941	0.558823529	0.436029412	0.597058824	0.580147059	0.376470588	0.472794118	0.631617647	0.425	0.438235294	0.384558824	0.533823529	0.402941176	0.411764706	0.218382353	0.602941176	0.526470588	0.306617647	0.256617647	0.219852941	0.465441176	0.485294118	0.736764706	0.329411765	0.440441176	0.779411765	0.139705882	0.401470588	0.453676471	0.338235294	0.580147059	0.467647059	0.309558824	0.502941176	0.455147059	0.602941176	0.702205882	0.460294118	0.690441176	0.455882353	0.350735294	0.095588235	0.344852941	0.229411765	0.602941176
DMPK	0.049264706	0.494117647	0.1125	0.502205882	0.296323529	0.284558824	0.402941176	0.502205882	0.525735294	0.158088235	0.188970588	0.115441176	0.502205882	0.386764706	0.134558824	0.258823529	0.255882353	0.502205882	0.032352941	0.493382353	0.496323529	0.502205882	0.041176471	0.180882353	0.378676471	0.502205882	0.326470588	0.283823529	0.598529412	0.188235294	0.178676471	0.250735294	1	0.322794118	0.196323529	0.266911765	0.122794118	0.088235294	0.205147059	0.0125	0.650735294	0.453676471	0.013970588	0.026470588	0.223529412	0.268382353	0.721323529	0.011764706	0.129411765	0.539705882	0.020588235	0.502205882	0.476470588	0.071323529	0.178676471	0.115441176	0.013970588	0.044852941	0.321323529	0.256617647	0.261029412	0.094852941	0.175735294	0.247058824	0.004411765	0.140441176	0.185294118	0.264705882	0.236029412	0.032352941	0.158823529	0.027205882	0.145588235	0.496323529	0.002941176	0.253676471	0.101470588	0.222794118	0.115441176	0.3375	0.322794118	0.259558824	0.279411765	0.253676471	0.355882353	0.502205882	0.3875	0.3125	0.491911765	0.077205882	0.252941176	0.270588235	0.020588235	0.245588235	0.053676471	0.113235294	0.395588235	0.079411765	0.061764706	0.346323529	0.415441176	0.115441176	0.175	0.024264706	0.083088235	0.502205882	0.142647059	0.152205882	0.313970588	0.006617647	0.124264706	0.380882353	0.033088235	0.124264706	0.502205882
DNM3OS	0.257352941	0.811764706	0.545588235	0.529411765	0.347058824	0.339705882	0.158088235	0.529411765	0.517647059	0.147058824	0.564705882	0.338235294	0.529411765	0.577205882	0.561764706	0.628676471	0.355882353	0.529411765	0.165441176	0.663235294	0.464705882	0.529411765	0.499264706	0.305882353	0.455882353	0.529411765	0.275	0.241911765	0.385294118	0.386029412	0.276470588	0.360294118	0.322794118	1	0.435294118	0.658088235	0.402205882	0.222058824	0.695588235	0.572794118	0.510294118	0.077941176	0.013970588	0.202941176	0.201470588	0.329411765	0.317647059	0.582352941	0.555882353	0.523529412	0.343382353	0.529411765	0.299264706	0.471323529	0.235294118	0.643382353	0.395588235	0.118382353	0.191911765	0.285294118	0.624264706	0.639705882	0.286764706	0.188970588	0.411029412	0.496323529	0.263235294	0.305147059	0.622058824	0.415441176	0.394852941	0.516911765	0.357352941	0.464705882	0.477941176	0.332352941	0.758823529	0.2875	0.182352941	0.517647059	0.436764706	0.805147059	0.804411765	0.314705882	0.201470588	0.529411765	0.045588235	0.239705882	0.751470588	0.102205882	0.540441176	0.576470588	0.476470588	0.405147059	0.158823529	0.623529412	0.079411765	0.664705882	0.604411765	0.348529412	0.494117647	0.409558824	0.240441176	0.466911765	0.209558824	0.529411765	0.529411765	0.594852941	0.300735294	0.554411765	0.308088235	0.713970588	0.388970588	0.367647059	0.529411765
DSCAM-AS1	0.292647059	0.293382353	0.555882353	0.717647059	0.770588235	0.441176471	0.352205882	0.717647059	0.647058824	0.670588235	0.652941176	0.270588235	0.717647059	0.261764706	0.358823529	0.702941176	0.4625	0.717647059	0.521323529	0.547794118	0.582352941	0.717647059	0.604411765	0.179411765	0.008088235	0.717647059	0.341911765	0.423529412	0.634558824	0.100735294	0.439705882	0.814705882	0.196323529	0.435294118	1	0.436764706	0.527205882	0.541911765	0.395588235	0.525735294	0.594117647	0.147058824	0.408088235	0.486764706	0.227941176	0.036029412	0.226470588	0.277941176	0.481617647	0.658088235	0.339705882	0.717647059	0.317647059	0.451470588	0.720588235	0.534558824	0.611764706	0.367647059	0.422794118	0.285294118	0.499264706	0.721323529	0.452941176	0.241176471	0.410294118	0.642647059	0.472058824	0.222794118	0.515441176	0.158088235	0.355147059	0.601470588	0.463970588	0.582352941	0.605147059	0.164705882	0.502205882	0.674264706	0.419117647	0.458823529	0.505147059	0.411764706	0.642647059	0.688235294	0.184558824	0.717647059	0.617647059	0.615441176	0.158088235	0.243382353	0.421323529	0.410294118	0.536764706	0.236764706	0.341911765	0.588235294	0.092647059	0.351470588	0.600735294	0.170588235	0.506617647	0.427941176	0.259558824	0.461764706	0.440441176	0.717647059	0.4875	0.254411765	0.634558824	0.333823529	0.224264706	0.141176471	0.215441176	0.335294118	0.717647059
EPB41L4A-AS1	0.040441176	0.838235294	0.751470588	0.507352941	0.383823529	0.297058824	0.167647059	0.507352941	0.530882353	0.166176471	0.142647059	0.072794118	0.507352941	0.341176471	0.414705882	0.436029412	0.000735294	0.507352941	0.15	0.800735294	0.477941176	0.507352941	0.506617647	0.094852941	0.057352941	0.507352941	0.530882353	0.031617647	0.288235294	0.038970588	0.514705882	0.398529412	0.266911765	0.658088235	0.436764706	1	0.060294118	0.060294118	0.95	0.391176471	0.452941176	0.072058824	0.458088235	0.075	0.336764706	0.026470588	0.049264706	0.195588235	0.547794118	0.559558824	0.369852941	0.507352941	0.258088235	0.352205882	0.263235294	0.376470588	0.472058824	0.372058824	0.349264706	0.201470588	0.311029412	0.5875	0.055882353	0.390441176	0.530147059	0.524264706	0.479411765	0.310294118	0.65	0.399264706	0.005147059	0.255882353	0.425735294	0.477941176	0.275	0.295588235	0.363970588	0.335294118	0.233823529	0.283823529	0.306617647	0.473529412	0.578676471	0.230882353	0.026470588	0.507352941	0.204411765	0.340441176	0.35	0.380882353	0.790441176	0.380147059	0.247794118	0.6	0.158088235	0.429411765	0.351470588	0.549264706	0.411029412	0.632352941	0.580147059	0.375735294	0.139705882	0.334558824	0.415441176	0.507352941	0.705882353	0.641176471	0.371323529	0.384558824	0.375	0.476470588	0.234558824	0.754411765	0.507352941
ESRG	0.345588235	0.054411765	0.324264706	0.515441176	0.603676471	0.027205882	0.166911765	0.515441176	0.503676471	0.025735294	0.593382353	0.005882353	0.515441176	0.263970588	0.416911765	0.482352941	0.826470588	0.515441176	0.330147059	0.444117647	0.427205882	0.515441176	0.463970588	0.063235294	0.044852941	0.515441176	0.210294118	0.818382353	0.430882353	0.108088235	0.097058824	0.449264706	0.122794118	0.402205882	0.527205882	0.060294118	1	0.616911765	0.038970588	0.702941176	0.468382353	0.155147059	0.115441176	0.294852941	0.270588235	0.153676471	0.022794118	0.693382353	0.2625	0.2125	0.052941176	0.515441176	0.145588235	0.35	0.563970588	0.765441176	0.458088235	0.135294118	0.036029412	0.105147059	0.533088235	0.546323529	0.655147059	0.418382353	0.294117647	0.542647059	0.330882353	0.053676471	0.325735294	0.144852941	0.743382353	0.444852941	0.443382353	0.427205882	0.754411765	0.093382353	0.421323529	0.244852941	0.327941176	0.444852941	0.377941176	0.383088235	0.394852941	0.280147059	0.220588235	0.515441176	0.050735294	0.266911765	0.447058824	0.2	0.107352941	0.275735294	0.680147059	0.021323529	0.363970588	0.4625	0.291176471	0.244852941	0.533088235	0.261029412	0.584558824	0.259558824	0.280882353	0.305882353	0.496323529	0.515441176	0.401470588	0.052205882	0.515441176	0.266176471	0.172794118	0.091911765	0.458088235	0.186029412	0.515441176
FOXCUT	0.5	0.030147059	0.056617647	0.565441176	0.524264706	0.058088235	0.146323529	0.565441176	0.636029412	0.138235294	0.538970588	0.338235294	0.565441176	0.5625	0.346323529	0.536029412	0.655882353	0.565441176	0.283088235	0.120588235	0.559558824	0.565441176	0.294852941	0.542647059	0.113970588	0.565441176	0.077205882	0.553676471	0.593382353	0.1875	0.154411765	0.475735294	0.088235294	0.222058824	0.541911765	0.060294118	0.616911765	1	0.126470588	0.552205882	0.672794118	0.196323529	0.190441176	0.347794118	0.045588235	0.255882353	0.399264706	0.333088235	0.55	0.211764706	0.030882353	0.565441176	0.154411765	0.179411765	0.602205882	0.636029412	0.247794118	0.2625	0.116911765	0.1375	0.519852941	0.667647059	0.731617647	0.193382353	0.049264706	0.577205882	0.072058824	0.089705882	0.113235294	0.227205882	0.606617647	0.358823529	0.160294118	0.559558824	0.701470588	0.274264706	0.389705882	0.388235294	0.160294118	0.636029412	0.341176471	0.520588235	0.365441176	0.275735294	0.451470588	0.565441176	0.074264706	0.4125	0.345588235	0.421323529	0.123529412	0.236029412	0.660294118	0.026470588	0.480882353	0.411029412	0.081617647	0.069852941	0.481617647	0.250735294	0.4125	0.584558824	0.380882353	0.381617647	0.434558824	0.565441176	0.238970588	0.141176471	0.531617647	0.006617647	0.027205882	0.111029412	0.275735294	0.211029412	0.565441176
